state,lat,lon
KY,38.619,-83.1418
KY,38.5986,-83.2819
KY,38.6941,-83.5291
KY,38.6351,-83.6595
KY,38.7487,-83.893
KY,38.7701,-84.044
KY,38.8119,-84.2184
KY,38.9872,-84.3228
KY,39.1013,-84.4917
KY,39.1183,-84.6277
KY,39.1439,-84.7554
KY,39.0523,-84.8914
KY,38.9263,-84.8735
KY,38.7894,-84.8131
KY,38.7691,-84.9957
KY,38.6866,-85.1921
KY,38.7209,-85.4407
KY,38.5653,-85.4077
KY,38.4461,-85.5972
KY,38.2748,-85.7455
KY,38.2716,-85.8087
KY,38.2069,-85.865
KY,38.0286,-85.9323
KY,37.955,-86.0422
KY,38.0135,-86.1108
KY,38.0643,-86.2756
KY,38.1389,-86.277
KY,38.1864,-86.369
KY,38.0308,-86.5283
KY,37.9204,-86.5874
KY,37.8423,-86.6423
KY,37.9041,-86.6547
KY,37.9864,-86.825
KY,37.9095,-87.0406
KY,37.7935,-87.1381
KY,37.942,-87.4168
KY,37.9745,-87.5858
KY,37.8749,-87.6929
KY,37.9215,-87.8906
KY,37.7761,-87.9552
KY,37.7903,-88.0307
KY,37.6479,-88.1584
KY,37.5097,-88.0664
KY,37.4193,-88.418
KY,37.2784,-88.5086
KY,37.1428,-88.4248
KY,37.0738,-88.5059
KY,37.1461,-88.7421
KY,37.2249,-88.9522
KY,37.1406,-89.0964
KY,37.0278,-89.1815
KY,36.9488,-89.1032
KY,36.8214,-89.1733
KY,36.7411,-89.1925
KY,36.6265,-89.2007
KY,36.5449,-89.2529
KY,36.6232,-89.3518
KY,36.4986,-89.5345
LA,33.0225,-94.043
LA,33.0179,-93.0048
LA,33.0087,-91.1646
LA,32.9269,-91.2209
LA,32.8773,-91.122
LA,32.8358,-91.1481
LA,32.7642,-91.1412
LA,32.6382,-91.1536
LA,32.5804,-91.1069
LA,32.6093,-91.008
LA,32.4588,-91.0904
LA,32.4379,-91.0355
LA,32.3742,-91.0286
LA,32.315,-90.9064
LA,32.2616,-90.9723
LA,32.1942,-91.0464
LA,32.1198,-91.0739
LA,32.0593,-91.0464
LA,31.9918,-91.1014
LA,31.9498,-91.1865
LA,31.8262,-91.3101
LA,31.7947,-91.3527
LA,31.623,-91.3925
LA,31.6218,-91.5134
LA,31.5668,-91.431
LA,31.513,-91.5161
LA,31.3701,-91.5244
LA,31.2598,-91.5477
LA,31.2692,-91.6425
LA,31.2328,-91.6603
LA,31.1917,-91.5848
LA,31.1047,-91.6287
LA,31.0318,-91.5614
LA,30.9988,-91.6397
LA,31.0012,-89.7336
LA,30.6686,-89.8517
LA,30.5386,-89.7858
LA,30.3148,-89.6347
LA,30.1807,-89.5688
LA,30.1582,-89.496
LA,30.214,-89.1843
LA,30.1463,-89.0373
LA,30.0905,-88.8354
LA,29.8383,-88.7421
LA,29.5758,-88.8712
LA,29.1833,-88.9371
LA,28.9649,-89.0359
LA,28.8832,-89.2282
LA,28.9048,-89.4754
LA,29.121,-89.7418
LA,28.9529,-90.1126
LA,28.912,-90.6619
LA,28.9553,-91.0355
LA,29.121,-91.3211
LA,29.2864,-91.9061
LA,29.436,-92.7452
LA,29.6009,-93.8177
LA,29.6749,-93.8631
LA,29.737,-93.8933
LA,29.793,-93.9304
LA,29.8216,-93.9276
LA,29.8883,-93.837
LA,29.9811,-93.7985
LA,30.0144,-93.7601
LA,30.0691,-93.7106
LA,30.0929,-93.7354
LA,30.1166,-93.6996
LA,30.1997,-93.7271
LA,30.2899,-93.7106
LA,30.335,-93.7656
LA,30.3871,-93.7601
LA,30.4416,-93.6914
LA,30.5102,-93.7106
LA,30.5433,-93.7463
LA,30.5954,-93.7106
LA,30.5906,-93.6914
LA,30.6545,-93.6859
LA,30.6781,-93.6365
LA,30.7513,-93.62
LA,30.789,-93.5925
LA,30.815,-93.5513
LA,30.8645,-93.5623
LA,30.8881,-93.5788
LA,30.9187,-93.5541
LA,30.9423,-93.5294
LA,31.0082,-93.576
LA,31.0318,-93.5101
LA,31.0906,-93.5596
LA,31.1211,-93.5321
LA,31.1799,-93.5349
LA,31.1658,-93.5953
LA,31.2292,-93.6282
LA,31.2668,-93.6118
LA,31.3044,-93.6859
LA,31.3888,-93.6694
LA,31.424,-93.7051
LA,31.4427,-93.6859
LA,31.4755,-93.7573
LA,31.5083,-93.7189
LA,31.5411,-93.804
LA,31.6113,-93.8425
LA,31.6581,-93.8205
LA,31.7071,-93.7985
LA,31.8029,-93.848
LA,31.8892,-93.9029
LA,31.9149,-93.9606
LA,32.0081,-94.043
LA,32.7041,-94.043
LA,33.0225,-94.043
MA,42.0003,-72.7789
MA,42.033,-72.7405
MA,42.033,-72.3779
MA,42.0228,-71.7984
MA,42.0085,-71.8011
MA,42.0197,-71.385
MA,41.8961,-71.3837
MA,41.8982,-71.3411
MA,41.8358,-71.337
MA,41.8245,-71.3493
MA,41.7816,-71.3342
MA,41.7529,-71.2628
MA,41.6719,-71.1914
MA,41.6616,-71.1351
MA,41.6124,-71.1433
MA,41.5939,-71.131
MA,41.4973,-71.1214
MA,41.3149,-71.0266
MA,41.159,-70.8316
MA,41.1662,-69.9225
MA,41.3201,-69.7948
MA,41.8133,-69.7398
MA,42.1939,-70.0337
MA,42.2173,-70.5144
MA,42.4133,-70.6984
MA,42.642,-70.3647
MA,42.8286,-70.4759
MA,42.876,-70.6133
MA,42.8619,-70.844
MA,42.889,-70.9154
MA,42.8075,-71.0651
MA,42.8226,-71.1337
MA,42.7873,-71.1859
MA,42.7369,-71.1832
MA,42.747,-71.2189
MA,42.74,-71.256
MA,42.6986,-71.2985
MA,42.7127,-71.9151
MA,42.7309,-72.5441
MA,42.745,-73.2541
MA,42.746,-73.2664
MA,42.546,-73.3406
MA,42.2671,-73.4436
MA,42.1349,-73.4917
MA,42.088,-73.5081
MA,42.0483,-73.4985
MA,42.0452,-73.1841
MA,42.0371,-72.8146
MA,41.9962,-72.816
MA,42.0024,-72.7803
MD,39.722,-79.4778
MD,39.722,-78.36
MD,39.722,-75.7878
MD,39.5655,-75.7809
MD,39.3152,-75.7617
MD,38.9498,-75.7329
MD,38.4611,-75.6944
MD,38.4482,-74.8581
MD,38.02,-74.9721
MD,38.0275,-75.2316
MD,37.9962,-75.6079
MD,37.9951,-75.623
MD,37.9464,-75.6436
MD,37.9529,-75.7288
MD,37.9117,-75.8084
MD,37.9095,-75.9512
MD,37.9464,-75.943
MD,37.9529,-76.0584
MD,37.8889,-76.2396
MD,37.9474,-76.3454
MD,37.9669,-76.4154
MD,38.0146,-76.4703
MD,38.0275,-76.517
MD,38.0751,-76.5363
MD,38.1464,-76.6063
MD,38.1616,-76.6928
MD,38.167,-76.7601
MD,38.1637,-76.8494
MD,38.208,-76.9482
MD,38.2748,-76.9908
MD,38.3093,-77.0306
MD,38.3761,-77.0114
MD,38.4009,-77.043
MD,38.3697,-77.0897
MD,38.3697,-77.1432
MD,38.332,-77.2627
MD,38.4525,-77.3135
MD,38.5514,-77.2737
MD,38.5954,-77.249
MD,38.6373,-77.1281
MD,38.6737,-77.1378
MD,38.7112,-77.076
MD,38.7187,-77.0361
MD,38.7766,-77.0416
MD,38.8451,-77.032
MD,38.9025,-77.0708
MD,38.957,-77.1395
MD,38.9773,-77.2335
MD,39.024,-77.2462
MD,39.0634,-77.3431
MD,39.0717,-77.4351
MD,39.0792,-77.4636
MD,39.1218,-77.5202
MD,39.1804,-77.5092
MD,39.2269,-77.4577
MD,39.3051,-77.5666
MD,39.3067,-77.6321
MD,39.3202,-77.7159
MD,39.3383,-77.7626
MD,39.381,-77.7544
MD,39.4288,-77.7602
MD,39.4367,-77.8038
MD,39.4606,-77.7997
MD,39.5019,-77.7859
MD,39.5062,-77.8436
MD,39.521,-77.8217
MD,39.5337,-77.8354
MD,39.5231,-77.8656
MD,39.5591,-77.8848
MD,39.6015,-77.8821
MD,39.6078,-77.9974
MD,39.6247,-78.0222
MD,39.6924,-78.143
MD,39.6945,-78.1924
MD,39.6839,-78.2062
MD,39.6839,-78.2419
MD,39.6586,-78.2281
MD,39.6226,-78.2776
MD,39.6438,-78.3517
MD,39.612,-78.3765
MD,39.6036,-78.4067
MD,39.5824,-78.4177
MD,39.575,-78.4245
MD,39.5464,-78.4232
MD,39.5146,-78.4698
MD,39.5189,-78.5687
MD,39.5337,-78.6676
MD,39.5888,-78.739
MD,39.6015,-78.772
MD,39.6184,-78.7363
MD,39.6438,-78.7775
MD,39.6036,-78.7912
MD,39.6036,-78.8187
MD,39.5549,-78.8571
MD,39.4913,-78.9203
MD,39.4426,-78.9725
MD,39.4834,-79.0542
MD,39.4738,-79.0604
MD,39.4553,-79.1043
MD,39.3853,-79.1936
MD,39.3449,-79.2705
MD,39.3014,-79.3282
MD,39.2535,-79.4044
MD,39.2073,-79.4696
MD,39.2051,-79.4861
MD,39.2546,-79.4861
MD,39.3444,-79.4854
MD,39.3454,-79.484
MD,39.5316,-79.4833
MD,39.7214,-79.4772
ME,45.3425,-71.0129
ME,45.3328,-70.9525
ME,45.2294,-70.8618
ME,45.3917,-70.8247
ME,45.4274,-70.7808
ME,45.383,-70.638
ME,45.5092,-70.719
ME,45.6544,-70.5721
ME,45.7292,-70.3894
ME,45.7924,-70.4169
ME,45.9368,-70.2493
ME,45.9597,-70.3098
ME,46.0923,-70.2946
ME,46.0989,-70.2589
ME,46.1342,-70.2466
ME,46.1903,-70.2905
ME,46.271,-70.2466
ME,46.327,-70.204
ME,46.4151,-70.0571
ME,46.6956,-69.9994
ME,47.455,-69.2303
ME,47.4132,-69.0381
ME,47.2578,-69.0504
ME,47.1748,-68.8843
ME,47.2643,-68.6206
ME,47.3546,-68.335
ME,47.3165,-68.1564
ME,47.1038,-67.8804
ME,47.0664,-67.7898
ME,45.9359,-67.7802
ME,45.9177,-67.7527
ME,45.7599,-67.809
ME,45.6208,-67.6524
ME,45.5987,-67.4533
ME,45.5044,-67.4176
ME,45.4823,-67.5014
ME,45.3714,-67.4231
ME,45.2768,-67.4863
ME,45.1297,-67.3434
ME,45.183,-67.2487
ME,45.123,-67.1223
ME,44.8315,-66.9672
ME,44.7409,-66.8628
ME,44.4945,-67.3105
ME,44.3268,-67.9051
ME,43.8702,-68.6673
ME,43.7274,-68.8431
ME,43.6639,-69.7137
ME,43.5625,-70.0818
ME,42.9182,-70.5569
ME,43.0649,-70.7108
ME,43.1391,-70.8302
ME,43.2292,-70.8179
ME,43.3631,-70.9799
ME,43.5675,-70.9717
ME,45.3029,-71.0829
MI,48.3033,-88.3713
MI,48.0101,-87.605
MI,46.8902,-84.8584
MI,46.6362,-84.765
MI,46.4606,-84.5563
MI,46.4525,-84.478
MI,46.4894,-84.445
MI,46.5008,-84.4203
MI,46.4989,-84.3956
MI,46.5093,-84.375
MI,46.5069,-84.3386
MI,46.4927,-84.2905
MI,46.4951,-84.2651
MI,46.5343,-84.2253
MI,46.5404,-84.1951
MI,46.5272,-84.1779
MI,46.5348,-84.1347
MI,46.5041,-84.1113
MI,46.4189,-84.1457
MI,46.372,-84.1395
MI,46.3218,-84.1058
MI,46.3147,-84.1203
MI,46.2672,-84.1148
MI,46.2563,-84.0969
MI,46.2411,-84.1093
MI,46.2098,-84.0859
MI,46.1879,-84.0777
MI,46.1508,-84.0097
MI,46.118,-84.007
MI,46.1018,-83.9761
MI,46.057,-83.9555
MI,46.0604,-83.904
MI,46.1185,-83.8264
MI,46.1028,-83.7598
MI,46.1218,-83.6547
MI,46.1056,-83.5723
MI,45.9993,-83.4343
MI,45.8211,-83.5977
MI,45.3396,-82.5197
MI,43.5918,-82.1221
MI,43.0112,-82.4119
MI,42.9956,-82.4249
MI,42.9579,-82.4236
MI,42.9021,-82.4648
MI,42.8543,-82.4689
MI,42.81,-82.4826
MI,42.7863,-82.4723
MI,42.7339,-82.4847
MI,42.6855,-82.5032
MI,42.638,-82.5108
MI,42.6036,-82.5307
MI,42.5672,-82.5774
MI,42.549,-82.5993
MI,42.5521,-82.6501
MI,42.5354,-82.668
MI,42.4746,-82.7257
MI,42.4726,-82.725
MI,42.3738,-82.828
MI,42.3469,-82.944
MI,42.3382,-82.955
MI,42.3098,-83.0779
MI,42.2392,-83.1294
MI,42.1741,-83.1342
MI,42.1267,-83.1212
MI,42.0411,-83.1493
MI,41.96,-83.1116
MI,41.7344,-83.4164
MI,41.7211,-83.8724
MI,41.7057,-84.3736
MI,41.6965,-84.8062
MI,41.7611,-84.8076
MI,41.7621,-87.2067
MI,42.4934,-87.0241
MI,43.3771,-87.1477
MI,43.7056,-87.1216
MI,43.9958,-87.0474
MI,44.1674,-86.9939
MI,44.472,-86.8662
MI,44.8841,-86.6849
MI,45.0813,-86.5009
MI,45.2353,-86.2495
MI,45.4438,-86.7563
MI,45.4438,-87.0996
MI,45.3772,-87.1518
MI,45.3502,-87.171
MI,45.2401,-87.3166
MI,45.2024,-87.4059
MI,45.0774,-87.4416
MI,45.091,-87.5912
MI,45.1036,-87.6407
MI,45.2207,-87.697
MI,45.3367,-87.6476
MI,45.3878,-87.6984
MI,45.3425,-87.8494
MI,45.5025,-87.7959
MI,45.6726,-87.789
MI,45.757,-87.9318
MI,45.7953,-87.9922
MI,45.8058,-88.1186
MI,45.8585,-88.087
MI,45.9531,-88.1955
MI,45.9722,-88.3438
MI,45.9836,-88.3891
MI,46.0113,-88.5457
MI,45.997,-88.7022
MI,46.0227,-88.8135
MI,46.0418,-88.8547
MI,46.1408,-89.0936
MI,46.3384,-90.1222
MI,46.5692,-90.4175
MI,46.9034,-90.2019
MI,47.2913,-89.9547
MI,48.0129,-89.4946
MI,47.9743,-89.3381
MI,48.2448,-88.6761
MI,48.3042,-88.3726
MN,43.5008,-96.4517
MN,43.5017,-91.2195
MN,43.8226,-91.3101
MN,43.9651,-91.4914
MN,44.1113,-91.7084
MN,44.2806,-91.8951
MN,44.371,-91.9556
MN,44.4357,-92.2083
MN,44.5513,-92.336
MN,44.6501,-92.6367
MN,44.7877,-92.7658
MN,45.3135,-92.7081
MN,45.4505,-92.6532
MN,45.6083,-92.8482
MN,45.8307,-92.7356
MN,45.976,-92.5159
MN,46.0151,-92.3566
MN,46.0789,-92.2934
MN,46.5957,-92.2879
MN,47.3072,-90.6564
MN,47.2885,-89.9615
MN,48.012,-89.4919
MN,48.0193,-89.7583
MN,48.0285,-89.9931
MN,48.0827,-90.0261
MN,48.1074,-90.1758
MN,48.0955,-90.3502
MN,48.1074,-90.4834
MN,48.1175,-90.5644
MN,48.0928,-90.7471
MN,48.1588,-90.7759
MN,48.2402,-90.8405
MN,48.2174,-90.9792
MN,48.0726,-91.3252
MN,48.0505,-91.5738
MN,48.1166,-91.707
MN,48.1963,-91.7166
MN,48.2494,-91.9844
MN,48.3188,-92.0078
MN,48.3544,-92.0531
MN,48.3599,-92.1561
MN,48.3307,-92.2975
MN,48.2475,-92.2742
MN,48.2228,-92.3717
MN,48.3854,-92.4609
MN,48.4474,-92.5104
MN,48.4611,-92.7122
MN,48.4984,-92.634
MN,48.5403,-92.6395
MN,48.6393,-93.2066
MN,48.5884,-93.4648
MN,48.5439,-93.4621
MN,48.5166,-93.8013
MN,48.6284,-93.8356
MN,48.6547,-94.2531
MN,48.7046,-94.2792
MN,48.6982,-94.4467
MN,48.7861,-94.6925
MN,48.8756,-94.6788
MN,49.0955,-94.7488
MN,49.1889,-94.7955
MN,49.3189,-94.8175
MN,49.3815,-94.9631
MN,49.3538,-95.04
MN,49.3681,-95.1196
MN,49.3877,-95.1553
MN,48.9991,-95.1553
MN,49.0,-97.2304
MN,48.8647,-97.1851
MN,48.7806,-97.1576
MN,48.6683,-97.104
MN,48.5539,-97.1645
MN,48.2832,-97.1411
MN,48.1578,-97.1397
MN,47.9633,-97.0587
MN,47.7098,-96.9434
MN,47.5821,-96.8582
MN,47.2345,-96.8335
MN,46.6702,-96.8005
MN,46.5135,-96.7126
MN,46.2786,-96.6028
MN,46.0189,-96.5767
MN,45.8173,-96.5891
MN,45.6169,-96.8486
MN,45.4601,-96.7456
MN,45.3676,-96.5918
MN,45.2961,-96.4558
MN,43.5008,-96.4531
MO,40.6181,-91.7468
MO,40.5597,-91.6809
MO,40.5472,-91.626
MO,40.4658,-91.5463
MO,40.3675,-91.4337
MO,40.1663,-91.5161
MO,39.9866,-91.49
MO,39.8634,-91.4447
MO,39.7283,-91.3623
MO,39.6861,-91.3074
MO,39.5464,-91.1096
MO,39.4022,-90.9558
MO,39.245,-90.7306
MO,38.9893,-90.6812
MO,38.8697,-90.5878
MO,38.9722,-90.4504
MO,38.8868,-90.1813
MO,38.8269,-90.1154
MO,38.7155,-90.1978
MO,38.4149,-90.3186
MO,38.2597,-90.379
MO,37.9572,-89.9341
MO,37.6925,-89.5331
MO,37.4007,-89.4287
MO,37.2784,-89.5386
MO,37.1734,-89.4452
MO,37.0859,-89.3793
MO,36.9938,-89.2859
MO,37.0311,-89.1829
MO,36.9839,-89.1403
MO,36.9466,-89.1005
MO,36.7884,-89.1788
MO,36.6288,-89.2035
MO,36.5449,-89.2516
MO,36.6188,-89.3532
MO,36.5538,-89.4397
MO,36.4942,-89.5358
MO,36.3594,-89.5331
MO,36.2509,-89.5345
MO,36.0891,-89.61
MO,36.0002,-89.7116
MO,35.9958,-90.3735
MO,36.1223,-90.2747
MO,36.2886,-90.0934
MO,36.3903,-90.0769
MO,36.4213,-90.1538
MO,36.5008,-90.1538
MO,36.4975,-94.6184
MO,38.9722,-94.6143
MO,39.1982,-94.6143
MO,39.1684,-94.7241
MO,39.279,-94.8834
MO,39.5612,-95.1086
MO,39.7283,-94.8834
MO,39.8296,-94.8944
MO,39.8845,-94.9384
MO,39.8971,-95.0153
MO,39.8718,-95.0922
MO,40.0066,-95.3119
MO,40.246,-95.4794
MO,40.3256,-95.6635
MO,40.5879,-95.7527
MO,40.5795,-94.3135
MO,40.5962,-92.5818
MO,40.614,-91.7358
MS,35.0041,-90.3049
MS,35.0075,-88.1955
MS,34.8882,-88.0994
MS,34.7044,-88.1241
MS,33.6661,-88.2573
MS,31.8939,-88.4756
MS,30.8657,-88.418
MS,30.1594,-88.385
MS,30.0905,-88.8327
MS,30.2104,-89.187
MS,30.157,-89.4919
MS,30.1796,-89.5757
MS,30.3326,-89.6457
MS,30.5232,-89.7748
MS,30.6663,-89.8531
MS,30.9988,-89.7377
MS,30.9988,-91.6287
MS,31.0341,-91.5601
MS,31.1106,-91.6273
MS,31.1658,-91.5916
MS,31.2304,-91.6589
MS,31.2656,-91.6452
MS,31.2609,-91.5436
MS,31.3724,-91.5271
MS,31.4099,-91.5161
MS,31.5071,-91.512
MS,31.5692,-91.4502
MS,31.623,-91.5147
MS,31.6253,-91.3966
MS,31.7936,-91.3513
MS,31.8589,-91.2744
MS,31.9755,-91.1673
MS,32.0267,-91.0767
MS,32.1198,-91.0767
MS,32.1942,-91.0437
MS,32.2221,-91.0107
MS,32.315,-90.9132
MS,32.3742,-91.0313
MS,32.4263,-91.0217
MS,32.4634,-91.0986
MS,32.607,-91.008
MS,32.5746,-91.1096
MS,32.6394,-91.1536
MS,32.7226,-91.1426
MS,32.7873,-91.1426
MS,32.8519,-91.1536
MS,32.8796,-91.1206
MS,32.9257,-91.2195
MS,32.9995,-91.2085
MS,33.0444,-91.2016
MS,33.1192,-91.2016
MS,33.1835,-91.1041
MS,33.3397,-91.1536
MS,33.4223,-91.1646
MS,33.4337,-91.2291
MS,33.5414,-91.2524
MS,33.6135,-91.1838
MS,33.6878,-91.2524
MS,33.6969,-91.1261
MS,33.7883,-91.1426
MS,33.77,-91.0437
MS,33.8339,-91.0327
MS,33.8795,-91.0657
MS,33.9434,-91.0876
MS,33.9889,-90.9998
MS,34.0253,-90.9229
MS,34.0891,-90.9009
MS,34.1345,-90.9668
MS,34.1709,-90.9119
MS,34.1345,-90.8501
MS,34.2277,-90.9338
MS,34.2833,-90.8267
MS,34.3434,-90.6921
MS,34.3774,-90.6509
MS,34.3978,-90.6152
MS,34.4432,-90.5589
MS,34.5179,-90.574
MS,34.588,-90.5823
MS,34.7506,-90.5356
MS,34.7913,-90.5136
MS,34.878,-90.4532
MS,34.8476,-90.3543
MS,34.8702,-90.2911
MS,35.0041,-90.3062
MT,44.475,-111.0512
MT,44.7311,-111.3684
MT,44.6198,-111.5071
MT,44.5386,-111.4673
MT,44.5151,-111.8285
MT,44.5592,-111.8848
MT,44.5229,-112.1127
MT,44.5367,-112.327
MT,44.4475,-112.3901
MT,44.4896,-112.7293
MT,44.4181,-112.8296
MT,44.3563,-112.8529
MT,44.4857,-113.0205
MT,44.5905,-113.0713
MT,44.7389,-113.1152
MT,44.8091,-113.2471
MT,44.7887,-113.3459
MT,44.9386,-113.497
MT,45.0269,-113.4229
MT,45.2749,-113.7085
MT,45.4447,-113.7964
MT,45.614,-113.8403
MT,45.6908,-113.9722
MT,45.5631,-114.1315
MT,45.5525,-114.2358
MT,45.4592,-114.3347
MT,45.5439,-114.4652
MT,45.5583,-114.5668
MT,45.6755,-114.5215
MT,45.7733,-114.5641
MT,45.8613,-114.4391
MT,45.9989,-114.4817
MT,46.1237,-114.5132
MT,46.2577,-114.4652
MT,46.3441,-114.4171
MT,46.453,-114.3896
MT,46.5069,-114.3484
MT,46.6504,-114.3279
MT,46.6334,-114.4652
MT,46.6362,-114.5929
MT,46.7003,-114.7659
MT,46.8423,-114.9307
MT,47.0402,-115.1147
MT,47.1888,-115.2933
MT,47.2569,-115.329
MT,47.3025,-115.5267
MT,47.4253,-115.7547
MT,47.5487,-115.7533
MT,47.5793,-115.6956
MT,47.9771,-116.0458
MT,48.9991,-116.0458
MT,48.9991,-104.0501
MT,45.0269,-104.0186
MT,45.0153,-104.0186
MT,44.9978,-104.0199
MT,44.9959,-111.0498
MT,44.475,-111.0512
NC,33.7963,-78.485
NC,34.8037,-79.6742
NC,34.8206,-80.8003
NC,34.9377,-80.788
NC,35.1019,-80.9377
NC,35.0356,-81.0379
NC,35.1457,-81.0324
NC,35.166,-81.3867
NC,35.1985,-82.2739
NC,35.2041,-82.3933
NC,35.0637,-82.7765
NC,35.0817,-82.7861
NC,34.9996,-83.1075
NC,34.9918,-83.6183
NC,34.9918,-84.3201
NC,35.2131,-84.2885
NC,35.268,-84.2226
NC,35.231,-84.1113
NC,35.2815,-84.0454
NC,35.4058,-84.0248
NC,35.4719,-83.9424
NC,35.5166,-83.8559
NC,35.5512,-83.6938
NC,35.568,-83.5181
NC,35.6327,-83.3849
NC,35.7142,-83.2475
NC,35.7799,-82.9962
NC,35.8445,-82.9276
NC,35.9224,-82.8191
NC,35.9958,-82.771
NC,36.0613,-82.6419
NC,35.9702,-82.6103
NC,35.9547,-82.5677
NC,36.0236,-82.473
NC,36.0669,-82.4194
NC,36.1168,-82.3535
NC,36.1345,-82.2862
NC,36.1467,-82.1461
NC,36.1035,-82.1228
NC,36.1268,-82.0267
NC,36.2797,-81.936
NC,36.3527,-81.7987
NC,36.3361,-81.7081
NC,36.588,-81.6724
NC,36.5659,-80.7234
NC,36.5438,-80.2977
NC,36.5449,-79.6729
NC,36.5449,-77.2559
NC,36.5505,-75.7562
NC,36.3129,-75.7068
NC,35.7131,-75.4129
NC,35.2041,-75.472
NC,34.9794,-76.0748
NC,34.5258,-76.4951
NC,34.588,-76.8109
NC,34.5314,-77.1378
NC,34.391,-77.4481
NC,34.0481,-77.7983
NC,33.7666,-77.926
NC,33.7963,-78.4863
ND,48.9955,-104.0501
ND,45.9445,-104.0446
ND,45.934,-96.5671
ND,46.3242,-96.6028
ND,46.6636,-96.7978
ND,46.8602,-96.7896
ND,46.9503,-96.7896
ND,47.13,-96.8335
ND,47.2345,-96.8335
ND,47.4132,-96.8555
ND,47.5469,-96.8555
ND,47.6506,-96.8774
ND,47.9918,-97.0601
ND,48.1267,-97.126
ND,48.2859,-97.1109
ND,48.4301,-97.1233
ND,48.553,-97.1425
ND,48.6765,-97.0999
ND,48.7326,-97.1356
ND,48.7951,-97.1727
ND,48.9081,-97.229
ND,48.9982,-97.2331
ND,48.9946,-104.0501
NE,42.9986,-104.0543
NE,41.0027,-104.0543
NE,41.0006,-102.0506
NE,40.0034,-102.0493
NE,39.9992,-95.3091
NE,40.2397,-95.4808
NE,40.313,-95.647
NE,40.4302,-95.6689
NE,40.59,-95.75
NE,40.6827,-95.8543
NE,40.8138,-95.8447
NE,40.9654,-95.8324
NE,41.0794,-95.8667
NE,41.2923,-95.8722
NE,41.4458,-95.9354
NE,41.5261,-95.9999
NE,41.638,-96.0988
NE,41.7703,-96.0686
NE,41.8368,-96.1084
NE,41.9677,-96.1372
NE,42.033,-96.2402
NE,42.1155,-96.2746
NE,42.2021,-96.3583
NE,42.2448,-96.3281
NE,42.389,-96.4188
NE,42.4731,-96.4037
NE,42.5369,-96.6357
NE,42.6057,-96.7099
NE,42.6532,-96.6893
NE,42.6602,-96.7621
NE,42.7147,-96.839
NE,42.7571,-96.9763
NE,42.8085,-97.2029
NE,42.8458,-97.229
NE,42.8629,-97.3979
NE,42.8427,-97.5133
NE,42.8488,-97.6149
NE,42.8659,-97.8456
NE,42.747,-97.998
NE,42.8337,-98.145
NE,42.9293,-98.4485
NE,42.9966,-98.502
NE,43.0006,-104.0543
NH,45.0153,-71.5045
NH,45.0532,-71.4977
NH,45.091,-71.4619
NH,45.152,-71.4276
NH,45.2043,-71.396
NH,45.2362,-71.4455
NH,45.2372,-71.3878
NH,45.271,-71.3617
NH,45.3029,-71.2834
NH,45.2507,-71.2299
NH,45.2391,-71.1818
NH,45.2478,-71.1584
NH,45.2469,-71.1337
NH,45.2846,-71.1145
NH,45.3058,-71.0843
NH,44.923,-71.0527
NH,44.3592,-71.0143
NH,43.7364,-70.984
NH,43.5704,-70.9731
NH,43.3621,-70.9813
NH,43.2942,-70.903
NH,43.2272,-70.8083
NH,43.1411,-70.8261
NH,43.1,-70.7671
NH,43.0498,-70.697
NH,42.9222,-70.5583
NH,42.876,-70.6146
NH,42.8599,-70.8467
NH,42.886,-70.9195
NH,42.8105,-71.0609
NH,42.8125,-71.142
NH,42.7904,-71.1873
NH,42.7349,-71.1832
NH,42.745,-71.2463
NH,42.6986,-71.2972
NH,42.7077,-71.7421
NH,42.7268,-72.459
NH,42.7621,-72.5098
NH,42.8105,-72.5414
NH,42.8609,-72.5592
NH,42.8981,-72.5317
NH,42.9524,-72.54
NH,42.9745,-72.4919
NH,42.9906,-72.4658
NH,43.0127,-72.448
NH,43.0287,-72.4713
NH,43.0508,-72.4713
NH,43.0819,-72.4356
NH,43.104,-72.4452
NH,43.118,-72.4342
NH,43.1501,-72.459
NH,43.2052,-72.4329
NH,43.2562,-72.4384
NH,43.2812,-72.4095
NH,43.3741,-72.415
NH,43.4988,-72.3807
NH,43.5127,-72.4013
NH,43.5834,-72.3779
NH,43.642,-72.3134
NH,43.6758,-72.3024
NH,43.7036,-72.3079
NH,43.7344,-72.2694
NH,43.7741,-72.2035
NH,43.8187,-72.187
NH,43.8672,-72.1843
NH,43.889,-72.1568
NH,43.9117,-72.1321
NH,43.9454,-72.1198
NH,44.0017,-72.117
NH,44.0856,-72.047
NH,44.1093,-72.0552
NH,44.1428,-72.0387
NH,44.1763,-72.058
NH,44.1999,-72.0703
NH,44.2511,-72.0525
NH,44.2796,-72.0607
NH,44.3199,-72.0291
NH,44.3376,-71.9783
NH,44.3592,-71.9289
NH,44.3366,-71.8712
NH,44.3572,-71.8135
NH,44.3877,-71.8108
NH,44.4014,-71.7778
NH,44.4122,-71.738
NH,44.4416,-71.6597
NH,44.4642,-71.6542
NH,44.5073,-71.5855
NH,44.5357,-71.5746
NH,44.5601,-71.6048
NH,44.568,-71.5897
NH,44.568,-71.5649
NH,44.5914,-71.5485
NH,44.5993,-71.5649
NH,44.6315,-71.554
NH,44.6608,-71.5924
NH,44.7243,-71.613
