state,lat,lon
NH,44.7526,-71.6364
NH,44.8198,-71.5746
NH,44.8325,-71.5526
NH,44.8539,-71.5553
NH,44.8744,-71.5279
NH,44.9123,-71.5018
NH,44.9366,-71.5182
NH,44.9697,-71.5237
NH,44.9862,-71.5443
NH,45.0017,-71.5237
NH,45.0163,-71.5045
NJ,41.3572,-74.695
NJ,41.3394,-74.6559
NJ,40.9934,-73.894
NJ,40.8398,-73.9586
NJ,40.7691,-74.0094
NJ,40.6994,-74.0231
NJ,40.6786,-74.0437
NJ,40.6515,-74.0808
NJ,40.6421,-74.1357
NJ,40.6452,-74.1962
NJ,40.5952,-74.2003
NJ,40.5566,-74.2195
NJ,40.4877,-74.2552
NJ,40.4762,-74.2264
NJ,40.5253,-73.9503
NJ,40.4846,-73.8885
NJ,40.0045,-73.9352
NJ,39.6131,-74.041
NJ,39.4744,-74.2209
NJ,38.9882,-74.6713
NJ,38.8664,-74.8553
NJ,38.8472,-75.0476
NJ,39.0565,-75.1685
NJ,39.2525,-75.325
NJ,39.45,-75.5544
NJ,39.4966,-75.5612
NJ,39.4998,-75.5283
NJ,39.5411,-75.5338
NJ,39.5761,-75.509
NJ,39.6237,-75.5708
NJ,39.6713,-75.5104
NJ,39.7167,-75.4843
NJ,39.8033,-75.4156
NJ,39.836,-75.2632
NJ,39.8823,-75.1918
NJ,40.118,-74.7922
NJ,40.139,-74.7331
NJ,40.2565,-74.8485
NJ,40.3361,-74.9419
NJ,40.402,-74.9721
NJ,40.424,-75.0627
NJ,40.4898,-75.0613
NJ,40.5733,-75.1067
NJ,40.5639,-75.2138
NJ,40.6192,-75.2028
NJ,40.6494,-75.2069
NJ,40.8284,-75.0806
NJ,40.8429,-75.0998
NJ,40.8689,-75.0504
NJ,40.9913,-75.1369
NJ,41.2293,-74.8677
NJ,41.3479,-74.7537
NJ,41.3469,-74.7249
NJ,41.3593,-74.696
NM,36.9971,-109.0448
NM,31.3337,-109.0489
NM,31.3349,-108.214
NM,31.7795,-108.2071
NM,31.783,-106.5317
NM,32.0034,-106.6223
NM,31.9999,-103.0696
NM,36.9982,-103.0023
NM,36.9982,-109.0475
NV,41.9922,-120.0037
NV,42.0003,-117.9602
NV,42.0003,-117.0264
NV,42.0003,-115.73
NV,41.9952,-114.0436
NV,38.2856,-114.0546
NV,36.1955,-114.0491
NV,36.1334,-114.0985
NV,36.1068,-114.126
NV,36.0891,-114.115
NV,36.0313,-114.1534
NV,36.0136,-114.2468
NV,36.0624,-114.3292
NV,36.1024,-114.3237
NV,36.1434,-114.3896
NV,36.129,-114.5105
NV,36.1467,-114.5215
NV,36.1556,-114.5654
NV,36.1334,-114.6204
NV,36.1157,-114.6863
NV,36.0979,-114.7742
NV,36.058,-114.7357
NV,36.0447,-114.7522
NV,35.9691,-114.7412
NV,35.898,-114.7028
NV,35.8757,-114.6588
NV,35.8579,-114.7083
NV,35.8267,-114.6973
NV,35.8089,-114.7192
NV,35.6618,-114.6973
NV,35.6037,-114.6478
NV,35.5814,-114.6863
NV,35.5233,-114.6533
NV,35.5054,-114.6863
NV,35.407,-114.6149
NV,35.3218,-114.5929
NV,35.1783,-114.5737
NV,35.1199,-114.6094
NV,35.1109,-114.6368
NV,35.0929,-114.6368
NV,35.075,-114.6039
NV,35.048,-114.6259
NV,35.0345,-114.6478
NV,35.003,-114.6423
NV,35.1334,-114.8016
NV,37.2303,-117.5153
NV,39.0,-120.0009
NV,41.9942,-119.9982
NY,42.5142,-79.7624
NY,42.7783,-79.0672
NY,42.8508,-78.9313
NY,42.9061,-78.9024
NY,42.9554,-78.9313
NY,42.9584,-78.9656
NY,42.9886,-79.0219
NY,43.0568,-79.0027
NY,43.0769,-79.0727
NY,43.122,-79.0713
NY,43.1441,-79.0302
NY,43.1801,-79.0576
NY,43.2482,-79.0604
NY,43.2812,-79.0837
NY,43.4509,-79.2004
NY,43.6311,-78.6909
NY,43.6321,-76.7958
NY,43.9987,-76.4978
NY,44.0965,-76.4388
NY,44.1349,-76.3536
NY,44.1989,-76.3124
NY,44.2049,-76.2437
NY,44.2413,-76.1655
NY,44.2973,-76.1353
NY,44.3327,-76.0474
NY,44.3553,-75.9856
NY,44.3749,-75.9196
NY,44.3994,-75.873
NY,44.4308,-75.8221
NY,44.474,-75.8098
NY,44.5425,-75.7288
NY,44.6647,-75.5585
NY,44.7672,-75.4088
NY,44.8101,-75.3442
NY,44.8383,-75.3058
NY,44.8676,-75.2399
NY,44.9211,-75.1204
NY,44.9609,-74.9995
NY,44.9803,-74.9899
NY,44.9852,-74.9103
NY,45.0017,-74.8856
NY,45.0153,-74.8306
NY,45.0046,-74.7633
NY,45.0027,-74.707
NY,45.0007,-74.5642
NY,44.992,-74.1467
NY,45.0037,-73.7306
NY,45.0085,-73.4203
NY,45.0109,-73.343
NY,44.9874,-73.3547
NY,44.9648,-73.3379
NY,44.916,-73.3396
NY,44.8354,-73.3739
NY,44.8013,-73.3324
NY,44.7419,-73.3667
NY,44.6139,-73.3873
NY,44.5787,-73.3736
NY,44.4916,-73.3049
NY,44.4289,-73.2953
NY,44.3513,-73.3365
NY,44.2757,-73.3118
NY,44.198,-73.3818
NY,44.1142,-73.4079
NY,44.0511,-73.4367
NY,44.0165,-73.4065
NY,43.9375,-73.4079
NY,43.8771,-73.3749
NY,43.8167,-73.3914
NY,43.779,-73.3557
NY,43.646,-73.4244
NY,43.5893,-73.434
NY,43.5655,-73.3969
NY,43.6112,-73.3818
NY,43.6271,-73.3049
NY,43.5764,-73.3063
NY,43.5675,-73.2582
NY,43.5227,-73.2445
NY,43.2582,-73.2582
NY,42.9715,-73.2733
NY,42.8004,-73.2898
NY,42.746,-73.2664
NY,42.463,-73.3708
NY,42.084,-73.5095
NY,42.0218,-73.4903
NY,41.8808,-73.4999
NY,41.2953,-73.5535
NY,41.2128,-73.4834
NY,41.1011,-73.7275
NY,41.0237,-73.6644
NY,40.9851,-73.6578
NY,40.9509,-73.6132
NY,41.1869,-72.4823
NY,41.2551,-72.095
NY,41.3005,-71.9714
NY,41.3108,-71.9193
NY,41.1838,-71.7915
NY,41.1249,-71.7929
NY,41.0462,-71.7517
NY,40.6306,-72.9465
NY,40.5368,-73.4628
NY,40.4887,-73.8885
NY,40.5232,-73.949
NY,40.4772,-74.2271
NY,40.4861,-74.2532
NY,40.6468,-74.1866
NY,40.6556,-74.0547
NY,40.7618,-74.0156
NY,40.8699,-73.9421
NY,40.998,-73.8934
NY,41.0343,-73.9854
NY,41.3268,-74.6274
NY,41.3583,-74.7084
NY,41.3811,-74.7101
NY,41.4386,-74.8265
NY,41.5075,-74.9913
NY,41.6,-75.0668
NY,41.6719,-75.0366
NY,41.7672,-75.0545
NY,41.8808,-75.1945
NY,42.0013,-75.3552
NY,42.0003,-75.4266
NY,42.0013,-77.0306
NY,41.9993,-79.725
NY,42.0003,-79.7621
NY,42.1827,-79.7621
NY,42.5146,-79.7621
OH,38.4385,-82.3425
OH,38.5707,-82.2917
OH,38.5965,-82.1722
OH,38.7712,-82.1997
OH,39.0181,-82.0294
OH,38.875,-81.8729
OH,38.9359,-81.7644
OH,39.1865,-81.7397
OH,39.2812,-81.568
OH,39.4022,-81.4444
OH,39.346,-81.3661
OH,39.4479,-81.1244
OH,39.5549,-81.0352
OH,39.6565,-80.8374
OH,39.8676,-80.7948
OH,40.5941,-80.652
OH,40.6223,-80.5188
OH,42.321,-80.5229
OH,42.2153,-81.2521
OH,41.9962,-81.6806
OH,41.9962,-81.7094
OH,41.677,-82.3961
OH,41.6709,-82.6845
OH,41.9585,-83.1157
OH,41.7314,-83.4219
OH,41.6944,-84.8021
OH,39.1056,-84.8172
OH,39.1407,-84.7444
OH,39.096,-84.5068
OH,39.0459,-84.4052
OH,38.9434,-84.2857
OH,38.8055,-84.2432
OH,38.7712,-84.0866
OH,38.7519,-83.8916
OH,38.633,-83.6636
OH,38.6962,-83.5263
OH,38.5976,-83.2736
OH,38.6169,-83.1445
OH,38.7027,-83.0127
OH,38.7327,-82.8973
OH,38.5782,-82.8355
OH,38.3761,-82.5952
OK,37.0015,-103.0051
OK,36.503,-103.0037
OK,36.4986,-100.0003
OK,34.562,-99.9934
OK,34.3763,-99.6172
OK,34.4137,-99.5787
OK,34.3763,-99.429
OK,34.4534,-99.3823
OK,34.3616,-99.2505
OK,34.2129,-99.1818
OK,34.1982,-98.9648
OK,34.1232,-98.7424
OK,34.1254,-98.557
OK,34.0618,-98.4746
OK,34.1414,-98.3743
OK,34.1118,-98.1793
OK,34.006,-98.0818
OK,33.8966,-97.9843
OK,33.8487,-97.8662
OK,33.9798,-97.6932
OK,33.8841,-97.4529
OK,33.8282,-97.4611
OK,33.8237,-97.3622
OK,33.9001,-97.2166
OK,33.7426,-97.1645
OK,33.7392,-97.093
OK,33.9354,-96.9173
OK,33.8704,-96.8527
OK,33.8271,-96.7484
OK,33.8202,-96.5602
OK,33.7769,-96.5053
OK,33.6912,-96.3474
OK,33.8522,-96.0205
OK,33.8396,-95.8379
OK,33.8887,-95.7349
OK,33.8841,-95.5426
OK,33.8738,-95.2831
OK,33.957,-95.2171
OK,33.867,-95.0496
OK,33.7677,-94.8862
OK,33.6695,-94.6692
OK,33.6386,-94.4852
OK,35.3499,-94.4357
OK,36.3715,-94.5978
OK,36.4942,-94.6198
OK,36.9982,-94.6211
OK,37.0004,-103.0064
OR,46.2587,-124.2444
OR,46.2634,-124.0384
OR,46.2891,-124.0205
OR,46.2407,-123.9368
OR,46.2388,-123.8681
OR,46.2691,-123.739
OR,46.252,-123.6868
OR,46.2596,-123.6456
OR,46.2577,-123.5468
OR,46.2672,-123.4863
OR,46.2369,-123.4287
OR,46.1817,-123.4287
OR,46.1513,-123.3765
OR,46.1494,-123.3051
OR,46.1874,-123.1512
OR,46.138,-123.0222
OR,46.098,-122.9398
OR,46.0551,-122.8848
OR,45.9588,-122.8189
OR,45.9053,-122.8162
OR,45.8824,-122.7887
OR,45.8173,-122.7969
OR,45.7637,-122.7585
OR,45.6851,-122.775
OR,45.6505,-122.753
OR,45.6064,-122.5937
OR,45.5679,-122.4426
OR,45.5756,-122.3712
OR,45.5506,-122.3245
OR,45.5641,-122.2064
OR,45.5987,-122.0856
OR,45.6659,-121.8933
OR,45.6812,-121.8906
OR,45.7081,-121.8164
OR,45.6966,-121.756
OR,45.7254,-121.5335
OR,45.6928,-121.3907
OR,45.7081,-121.3646
OR,45.6582,-121.2039
OR,45.6083,-121.1957
OR,45.6102,-121.1462
OR,45.6524,-121.0803
OR,45.6582,-121.0144
OR,45.6467,-120.9814
OR,45.6563,-120.943
OR,45.6371,-120.91
OR,45.6755,-120.8524
OR,45.7445,-120.6052
OR,45.7158,-120.531
OR,45.6966,-120.4733
OR,45.7234,-120.2893
OR,45.7234,-120.2124
OR,45.7714,-120.1575
OR,45.8211,-119.968
OR,45.8498,-119.7839
OR,45.8575,-119.6658
OR,45.9149,-119.6136
OR,45.9244,-119.5724
OR,45.911,-119.5258
OR,45.9378,-119.2676
OR,45.9168,-119.1687
OR,45.9779,-119.0149
OR,46.0027,-118.9847
OR,45.997,-116.9165
OR,45.9569,-116.8781
OR,45.8957,-116.8588
OR,45.8747,-116.8066
OR,45.8307,-116.7902
OR,45.8192,-116.7654
OR,45.8231,-116.7105
OR,45.7828,-116.6748
OR,45.7828,-116.6144
OR,45.7522,-116.543
OR,45.6889,-116.5402
OR,45.6121,-116.4606
OR,45.5006,-116.5567
OR,45.464,-116.5567
OR,45.4447,-116.5869
OR,45.3213,-116.6721
OR,45.2633,-116.694
OR,45.1414,-116.7325
OR,45.1065,-116.7764
OR,45.0696,-116.7847
OR,45.0231,-116.8451
OR,44.9765,-116.8616
OR,44.9298,-116.8286
OR,44.7955,-116.9302
OR,44.7487,-117.0346
OR,44.5787,-117.1225
OR,44.5455,-117.1445
OR,44.4847,-117.2076
OR,44.4789,-117.2269
OR,44.4063,-117.2269
OR,44.3926,-117.2488
OR,44.3455,-117.1939
OR,44.2983,-117.2269
OR,44.257,-117.1774
OR,44.2609,-117.1445
OR,44.2806,-117.1005
OR,44.2314,-117.0511
OR,44.2491,-117.0428
OR,44.2432,-116.9797
OR,44.194,-116.9742
OR,44.1664,-116.8945
OR,44.0935,-116.933
OR,44.0836,-116.9714
OR,44.0521,-116.9879
OR,44.0244,-116.9302
OR,43.9533,-116.9659
OR,43.8207,-117.0209
OR,43.6639,-117.0264
OR,42.0024,-117.0264
OR,41.9983,-121.2836
OR,42.0085,-122.5003
OR,42.0064,-123.0798
OR,42.0105,-123.154
OR,42.0044,-123.2419
OR,42.0024,-123.6209
OR,41.9952,-124.3982
OR,42.1593,-124.5493
OR,42.6521,-124.5877
OR,42.8115,-124.7305
OR,43.7552,-124.4119
OR,46.0065,-124.2554
OR,46.2587,-124.2444
PA,42.3261,-80.5174
PA,42.3961,-80.0821
PA,42.5167,-79.7621
PA,42.0003,-79.7607
PA,41.9983,-75.358
PA,41.9431,-75.2673
PA,41.8696,-75.1794
PA,41.7713,-75.0586
PA,41.6729,-75.0366
PA,41.6021,-75.0641
PA,41.5086,-74.9927
PA,41.4283,-74.7935
PA,41.3933,-74.707
PA,41.2282,-74.8608
PA,40.983,-75.1355
PA,40.8554,-75.049
PA,40.6806,-75.1904
PA,40.5639,-75.2124
PA,40.5743,-75.1025
PA,40.5013,-75.06
PA,40.4208,-75.0655
PA,40.4072,-74.9776
PA,40.3392,-74.9432
PA,40.2628,-74.8389
PA,40.1495,-74.7221
PA,39.9592,-75.0929
PA,39.837,-75.2577
PA,39.8128,-75.4321
PA,39.8317,-75.6477
PA,39.7199,-75.7892
PA,39.722,-80.5243
PA,42.324,-80.5202
RI,41.3706,-71.0568
RI,41.3706,-71.0541
RI,41.6339,-71.1447
RI,41.6791,-71.1942
RI,41.7611,-71.2793
RI,41.7775,-71.3315
RI,41.7918,-71.3425
RI,41.8225,-71.3507
RI,41.8512,-71.337
RI,41.888,-71.3397
RI,41.9288,-71.3837
RI,42.0156,-71.3795
RI,42.0064,-71.7984
RI,41.675,-71.7874
RI,41.453,-71.7984
RI,41.3943,-71.8492
RI,41.3315,-71.852
RI,41.3057,-71.9041
RI,41.1849,-71.7915
RI,41.2665,-71.4084
SC,32.0488,-80.7001
SC,32.0453,-80.8978
SC,32.1105,-81.1134
SC,32.2058,-81.1423
SC,32.3846,-81.1821
SC,32.4576,-81.1986
SC,32.5283,-81.2769
SC,32.5838,-81.4087
SC,32.6926,-81.4183
SC,32.8242,-81.4746
SC,32.9465,-81.5117
SC,33.0098,-81.5034
SC,33.0777,-81.601
SC,33.1238,-81.7122
SC,33.2065,-81.8289
SC,33.3443,-81.9319
SC,33.483,-82.028
SC,33.586,-82.1475
SC,33.6878,-82.2437
SC,33.7609,-82.2437
SC,33.8305,-82.3576
SC,33.9308,-82.5018
SC,33.965,-82.5471
SC,34.0947,-82.6625
SC,34.1664,-82.7216
SC,34.3434,-82.793
SC,34.4647,-82.8905
SC,34.476,-82.9893
SC,34.5281,-83.0855
SC,34.6581,-83.3121
SC,34.7326,-83.3588
SC,34.8318,-83.2983
SC,34.9276,-83.1459
SC,34.9996,-83.1047
SC,35.0817,-82.7779
SC,35.2075,-82.392
SC,35.1974,-82.2203
SC,35.148,-81.0379
SC,35.0446,-81.0324
SC,35.1019,-80.9322
SC,34.9344,-80.7811
SC,34.8194,-80.7948
SC,34.8048,-79.6756
SC,34.2016,-78.956
SC,33.7951,-78.4836
SC,33.6489,-78.7871
SC,33.2019,-79.0837
SC,32.7607,-79.4476
SC,32.5225,-79.8116
SC,32.3556,-80.1508
SC,32.2012,-80.424
SC,32.05,-80.7001
SD,45.9435,-104.0501
SD,43.0026,-104.0529
SD,42.9946,-98.4993
SD,42.9283,-98.4444
SD,42.8438,-98.1958
SD,42.7773,-98.0571
SD,42.7631,-97.9761
SD,42.8599,-97.8566
SD,42.8518,-97.229
SD,42.8075,-97.2057
SD,42.7157,-96.8486
SD,42.5237,-96.622
SD,42.4772,-96.4806
SD,42.7299,-96.6289
SD,43.0046,-96.5039
SD,43.1331,-96.438
SD,43.2262,-96.5561
SD,43.3841,-96.5259
SD,43.4848,-96.6138
SD,43.4998,-96.4558
SD,45.2981,-96.4545
SD,45.4601,-96.7429
SD,45.616,-96.8472
SD,45.8202,-96.5849
SD,45.9311,-96.5643
SD,45.9416,-104.0501
TN,36.6739,-88.0678
TN,36.6354,-87.8522
TN,36.6023,-83.6787
TN,36.5946,-81.9402
TN,36.6144,-81.9209
TN,36.6111,-81.6518
TN,36.3295,-81.7163
TN,36.3516,-81.7973
TN,36.2974,-81.9072
TN,36.1212,-82.0308
TN,36.1024,-82.1255
TN,36.1434,-82.1475
TN,36.1323,-82.245
TN,36.1168,-82.3521
TN,36.0702,-82.4167
TN,35.9669,-82.5389
TN,35.9702,-82.6076
TN,36.0602,-82.6378
TN,35.9925,-82.7751
TN,35.9169,-82.8177
TN,35.8623,-82.9042
TN,35.7755,-83.0017
TN,35.7131,-83.2393
TN,35.5635,-83.4961
TN,35.5501,-83.6938
TN,35.5233,-83.8284
TN,35.5065,-83.8847
TN,35.4014,-84.0248
TN,35.2905,-84.0276
TN,35.2322,-84.1113
TN,35.2624,-84.2294
TN,35.2198,-84.2926
TN,34.9884,-84.3201
TN,34.9996,-90.3131
TN,35.1233,-90.2843
TN,35.1379,-90.1758
TN,35.1985,-90.1112
TN,35.2849,-90.1524
TN,35.4372,-90.1346
TN,35.5568,-90.0192
TN,35.7343,-89.9547
TN,35.8579,-89.7638
TN,35.918,-89.6635
TN,35.9947,-89.713
TN,36.0902,-89.6759
TN,36.1279,-89.5894
TN,36.1856,-89.6484
TN,36.2343,-89.7006
TN,36.2531,-89.5331
TN,36.2996,-89.621
TN,36.3494,-89.5784
TN,36.3406,-89.518
TN,36.4964,-89.5345
TN,36.5107,-89.3051
TN,36.4986,-88.1667
TN,36.4997,-88.0692
TN,36.6871,-88.0637
TX,31.8659,-106.5715
TX,31.7504,-106.5042
TX,31.6242,-106.3092
TX,31.4638,-106.2103
TX,31.3912,-106.0181
TX,31.1846,-105.7874
TX,31.0012,-105.5663
TX,30.8456,-105.4015
TX,30.6462,-105.0032
TX,30.3847,-104.8521
TX,30.2591,-104.7437
TX,30.0738,-104.6915
TX,29.9169,-104.6777
TX,29.7644,-104.5679
TX,29.6475,-104.528
TX,29.5603,-104.4044
TX,29.4719,-104.2067
TX,29.3834,-104.1559
TX,29.2948,-103.9774
TX,29.2804,-103.9128
TX,29.2481,-103.8208
TX,29.1378,-103.564
TX,29.0682,-103.4692
TX,29.0105,-103.3154
TX,28.9601,-103.1616
TX,29.0177,-103.0957
TX,29.133,-103.0298
TX,29.2157,-102.8677
TX,29.2565,-102.8979
TX,29.357,-102.8375
TX,29.4898,-102.8004
TX,29.6881,-102.7002
TX,29.7691,-102.5134
TX,29.7596,-102.3843
TX,29.8788,-102.3047
TX,29.7834,-102.1509
TX,29.7572,-101.7004
TX,29.7644,-101.4917
TX,29.6308,-101.2939
TX,29.5269,-101.2582
TX,29.3642,-101.0056
TX,29.3056,-100.9204
TX,29.1642,-100.7707
TX,29.0946,-100.7007
TX,28.9012,-100.6306
TX,28.6593,-100.4974
TX,28.4675,-100.3601
TX,28.2778,-100.2969
TX,28.1882,-100.1733
TX,28.0526,-100.0195
TX,27.9435,-99.9344
TX,27.7638,-99.8438
TX,27.6641,-99.7119
TX,27.4839,-99.4812
TX,27.3059,-99.5375
TX,27.1948,-99.429
TX,27.0175,-99.4455
TX,26.8829,-99.3164
TX,26.6867,-99.2065
TX,26.4116,-99.0967
TX,26.3574,-98.8138
TX,26.2257,-98.6668
TX,26.2343,-98.5474
TX,26.1357,-98.3276
TX,26.0457,-98.1697
TX,26.0518,-97.9143
TX,26.005,-97.6643
TX,25.8419,-97.402
TX,25.9074,-97.3526
TX,25.9679,-97.0148
TX,26.1789,-97.0697
TX,26.8253,-97.2249
TX,27.423,-97.0752
TX,28.0599,-96.6096
TX,28.4228,-95.9285
TX,28.7568,-95.3036
TX,29.0742,-94.7296
TX,29.381,-94.3355
TX,29.6021,-93.8205
TX,29.8013,-93.9317
TX,29.9157,-93.8136
TX,30.0489,-93.723
TX,30.1214,-93.6996
TX,30.2021,-93.7216
TX,30.2792,-93.7038
TX,30.3278,-93.7628
TX,30.3835,-93.7587
TX,30.438,-93.701
TX,30.5079,-93.7024
TX,30.5362,-93.7299
TX,30.6296,-93.6694
TX,30.7466,-93.609
TX,30.8114,-93.5527
TX,30.8834,-93.5747
TX,30.9376,-93.5307
TX,31.0318,-93.5074
TX,31.0812,-93.5266
TX,31.1787,-93.5335
TX,31.167,-93.598
TX,31.3055,-93.6832
TX,31.383,-93.6708
TX,31.4369,-93.6887
TX,31.5107,-93.7202
TX,31.582,-93.8315
TX,31.644,-93.8123
TX,31.7188,-93.8232
TX,31.7936,-93.8342
TX,31.8309,-93.8782
TX,31.8869,-93.9221
TX,31.9335,-93.9661
TX,32.0081,-94.043
TX,33.4681,-94.043
TX,33.5414,-94.043
TX,33.5689,-94.1528
TX,33.5872,-94.1968
TX,33.5872,-94.2627
TX,33.5689,-94.3176
TX,33.5597,-94.3945
TX,33.578,-94.4275
TX,33.6055,-94.4275
TX,33.6421,-94.4495
TX,33.6329,-94.4879
TX,33.6421,-94.5236
TX,33.6695,-94.6637
TX,33.7061,-94.7461
TX,33.7791,-94.8999
TX,33.8818,-95.0757
TX,33.9251,-95.1526
TX,33.9604,-95.2254
TX,33.875,-95.2858
TX,33.8841,-95.5399
TX,33.8887,-95.7568
TX,33.8408,-95.842
TX,33.8556,-96.0274
TX,33.6901,-96.3528
TX,33.8442,-96.6179
TX,33.8898,-96.5836
TX,33.8955,-96.6673
TX,33.8179,-96.7538
TX,33.8613,-96.8335
TX,33.8613,-96.8774
TX,33.9388,-96.9159
TX,33.7392,-97.0917
TX,33.7449,-97.1645
TX,33.8978,-97.218
TX,33.8225,-97.3746
TX,33.8305,-97.4611
TX,33.8761,-97.446
TX,33.9798,-97.6945
TX,33.8476,-97.8648
TX,33.8978,-97.9651
TX,34.0299,-98.0983
TX,34.1141,-98.1752
TX,34.1425,-98.3743
TX,34.064,-98.4773
TX,34.1209,-98.5529
TX,34.1232,-98.752
TX,34.2095,-98.9539
TX,34.2073,-99.0637
TX,34.2141,-99.1832
TX,34.3593,-99.2505
TX,34.4613,-99.3823
TX,34.3774,-99.4318
TX,34.416,-99.5718
TX,34.3706,-99.6158
TX,34.4726,-99.8094
TX,34.5631,-99.9934
TX,36.4975,-100.0017
TX,36.5008,-103.0408
TX,32.0011,-103.0655
TX,32.0023,-106.6168
UT,36.9982,-114.0491
UT,37.0026,-109.0462
UT,40.9986,-109.0503
UT,41.0006,-111.0471
UT,41.9993,-111.0498
UT,41.9901,-114.0395
UT,37.0015,-114.0504
VA,36.6017,-83.6753
VA,36.6519,-83.5613
VA,36.6673,-83.4432
VA,36.7108,-83.308
VA,36.7389,-83.1974
VA,36.7433,-83.1363
VA,36.8032,-83.1047
VA,36.8302,-83.1033
VA,36.8544,-83.0704
VA,36.8478,-83.0127
VA,36.9839,-82.8534
VA,37.0086,-82.7971
VA,37.0442,-82.736
VA,37.2664,-82.3494
VA,37.3046,-82.3027
VA,37.5054,-82.0136
VA,37.538,-81.9681
VA,37.5139,-81.9259
VA,37.4889,-81.9707
VA,37.4563,-81.98
VA,37.4389,-81.9374
VA,37.3592,-81.9319
VA,37.3134,-81.8619
VA,37.2872,-81.7987
VA,37.2424,-81.7259
VA,37.2008,-81.6792
VA,37.2083,-81.5549
VA,37.2588,-81.4988
VA,37.2456,-81.4856
VA,37.2742,-81.4367
VA,37.3243,-81.3675
VA,37.2653,-81.2741
VA,37.2719,-81.156
VA,37.3025,-80.9802
VA,37.3396,-80.8566
VA,37.3876,-80.8786
VA,37.4247,-80.8511
VA,37.3702,-80.7715
VA,37.4749,-80.5518
VA,37.4792,-80.5133
VA,37.4247,-80.4803
VA,37.5097,-80.3018
VA,37.5359,-80.2798
VA,37.538,-80.3293
VA,37.6316,-80.2249
VA,37.6903,-80.3018
VA,37.7251,-80.2551
VA,37.7707,-80.2551
VA,37.8347,-80.1961
VA,37.8749,-80.1508
VA,38.0394,-79.9722
VA,38.1302,-79.9448
VA,38.1972,-79.9063
VA,38.2684,-79.7882
VA,38.3093,-79.8129
VA,38.3589,-79.7662
VA,38.3513,-79.7401
VA,38.3869,-79.7333
VA,38.4321,-79.6893
VA,38.4987,-79.6948
VA,38.5857,-79.6495
VA,38.5492,-79.5328
VA,38.4557,-79.4724
VA,38.4149,-79.3103
VA,38.5138,-79.2087
VA,38.6576,-79.1016
VA,38.6941,-79.0851
VA,38.7112,-79.1016
VA,38.7712,-79.0576
VA,38.7926,-79.0604
VA,38.7926,-79.0247
VA,38.8504,-78.9944
VA,38.7637,-78.8736
VA,38.8857,-78.783
VA,38.9327,-78.7198
VA,38.9071,-78.7129
VA,38.985,-78.6291
VA,38.9658,-78.6044
VA,39.017,-78.5522
VA,39.0384,-78.577
VA,39.0938,-78.5083
VA,39.1492,-78.4314
VA,39.1684,-78.4039
VA,39.1939,-78.4314
VA,39.347,-78.338
VA,39.3853,-78.338
VA,39.4659,-78.3469
VA,39.2283,-77.9744
VA,39.1338,-77.8302
VA,39.313,-77.7355
VA,39.3213,-77.709
VA,39.3043,-77.6218
VA,39.3067,-77.5686
VA,39.2248,-77.4567
VA,39.1543,-77.5226
VA,39.1277,-77.5243
VA,39.0914,-77.4687
VA,39.072,-77.4485
VA,39.0634,-77.3427
VA,39.0456,-77.2936
VA,39.0168,-77.2459
VA,38.9829,-77.2445
VA,38.968,-77.1834
VA,38.925,-77.112
VA,38.8798,-77.0464
VA,38.7538,-77.0444
VA,38.7142,-77.0409
VA,38.6635,-77.1312
VA,38.6319,-77.1285
VA,38.5935,-77.2456
VA,38.4547,-77.3094
VA,38.3904,-77.3046
VA,38.35,-77.2188
VA,38.4041,-77.0622
VA,38.4256,-77.0265
VA,38.3039,-76.9826
VA,38.2155,-76.8851
VA,38.1745,-76.5926
VA,37.9496,-76.2424
VA,37.9561,-76.0501
VA,37.9474,-75.9416
VA,37.9085,-75.9512
VA,37.9139,-75.8002
VA,37.9539,-75.6931
VA,37.9474,-75.6477
VA,37.9962,-75.6258
VA,38.0091,-75.4596
VA,38.0373,-74.9707
VA,37.3625,-75.5777
VA,36.8994,-75.818
VA,36.5516,-75.8043
VA,36.5516,-76.1476
VA,36.5516,-76.8617
VA,36.5516,-76.918
VA,36.5438,-76.918
VA,36.5505,-77.1803
VA,36.5449,-77.5278
VA,36.5427,-80.273
VA,36.5571,-80.5971
VA,36.5626,-80.7248
VA,36.5593,-80.8511
VA,36.5681,-81.1066
VA,36.5813,-81.4746
VA,36.5802,-81.5007
VA,36.5902,-81.6792
VA,36.6122,-81.6476
VA,36.6177,-81.9237
VA,36.5935,-81.936
VA,36.5957,-82.3961
VA,36.5935,-82.9344
VA,36.5957,-83.2654
VA,36.6023,-83.6746
VT,45.0104,-73.3427
VT,45.0134,-73.1827
VT,45.0153,-72.7432
VT,45.0134,-72.61
VT,45.0075,-72.5551
VT,45.009,-72.4562
VT,45.0037,-72.3113
VT,45.0066,-72.0964
VT,45.007,-71.9131
VT,45.0138,-71.5636
VT,45.0138,-71.5059
VT,44.9748,-71.5294
VT,44.9123,-71.4949
VT,44.8296,-71.5567
VT,44.7506,-71.6281
VT,44.7077,-71.6061
VT,44.6481,-71.5677
VT,44.5817,-71.5388
VT,44.5533,-71.6006
VT,44.5308,-71.5746
VT,44.4955,-71.5883
VT,44.4504,-71.6556
VT,44.4093,-71.7146
VT,44.3975,-71.7957
VT,44.3563,-71.8163
VT,44.3327,-71.8698
VT,44.3484,-71.9138
VT,44.3386,-71.9865
